Switch , X-axis, Y-axis
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 658
1, 0, 0
1, 0, 644
1, 0, 636
1, 0, 628
1, 0, 620
1, 0, 614
1, 0, 596
1, 0, 570
1, 0, 591
1, 0, 577
1, 0, 563
1, 0, 544
1, 0, 542
1, 0, 538
1, 0, 518
1, 0, 505
1, 0, 529
1, 0, 516
1, 0, 514
1, 0, 508
1, 0, 492
1, 0, 504
1, 0, 503
1, 0, 521
1, 0, 496
1, 0, 506
1, 0, 495
1, 0, 523
1, 0, 521
1, 0, 489
1, 0, 525
1, 0, 525
1, 0, 524
1, 0, 524
1, 0, 520
1, 0, 519
1, 0, 524
1, 0, 518
1, 0, 522
1, 0, 520
1, 0, 492
1, 0, 510
1, 0, 520
1, 0, 518
1, 0, 512
1, 0, 508
1, 0, 514
1, 0, 520
1, 0, 518
1, 0, 515
1, 0, 516
1, 0, 515
1, 0, 478
1, 0, 518
1, 0, 495
1, 0, 504
1, 0, 471
1, 0, 523
1, 0, 514
1, 0, 510
1, 0, 513
1, 0, 509
1, 0, 501
1, 0, 515
1, 0, 511
1, 0, 507
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 1
1, 0, 0
1, 0, 520
1, 0, 489
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 526
1, 0, 523
1, 0, 524
1, 0, 517
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 53
1, 0, 46
1, 0, 40
1, 0, 37
1, 0, 33
1, 0, 19
1, 0, 10
1, 0, 5
1, 0, 3
1, 0, 1
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 0, 0
1, 2, 0
1, 5, 0
1, 11, 0
1, 20, 0
1, 36, 0
1, 46, 0
1, 52, 0
1, 67, 0
1, 82, 0
1, 96, 0
1, 108, 0
1, 124, 0
1, 144, 0
1, 154, 0
1, 173, 0
1, 182, 0
1, 192, 0
1, 204, 0
1, 226, 0
1, 242, 0
1, 259, 0
1, 269, 0
1, 277, 0
1, 292, 0
1, 299, 0
1, 309, 0
1, 318, 0
1, 331, 0
1, 341, 0
1, 347, 0
1, 358, 0
1, 369, 0
1, 380, 0
1, 395, 0
1, 414, 0
1, 427, 0
1, 457, 0
1, 462, 0
1, 489, 0
1, 497, 0
1, 501, 0
1, 504, 0
1, 506, 0
1, 507, 0
1, 507, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 509, 0
1, 507, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 507, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 507, 0
1, 510, 0
1, 508, 0
1, 508, 0
1, 508, 0
1, 509, 0
1, 510, 0
1, 512, 0
1, 513, 0
1, 515, 0
1, 518, 0
1, 522, 0
1, 530, 0
1, 569, 0
1, 579, 0
1, 588, 0
1, 596, 0
1, 602, 0
1, 607, 0
1, 612, 0
1, 624, 0
1, 638, 0
1, 647, 0
1, 660, 0
1, 672, 0
1, 682, 0
1, 688, 0
1, 700, 0
1, 709, 0
1, 717, 0
1, 728, 0
1, 742, 0
1, 756, 0
1, 773, 0
1, 784, 0
1, 795, 0
1, 809, 0
1, 820, 0
1, 825, 0
1, 836, 0
1, 848, 0
1, 859, 0
1, 865, 0
1, 874, 0
1, 883, 0
1, 892, 0
1, 897, 0
1, 903, 0
1, 910, 0
1, 923, 0
1, 929, 0
1, 936, 0
1, 945, 0
1, 953, 0
1, 958, 0
1, 961, 0
1, 980, 0
1, 996, 0
1, 1000, 0
1, 1002, 0
1, 1007, 0
1, 1011, 0
1, 1015, 0
1, 1016, 0
1, 1018, 0
1, 1018, 0
1, 1019, 0
1, 1019, 0
1, 1021, 0
1, 1022, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1022, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1022, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 0
1, 1023, 2
1, 1022, 8
1, 1023, 30
1, 1023, 41
1, 1022, 50
1, 1023, 67
1, 1022, 79
1, 1022, 83
1, 1023, 96
1, 1023, 99
1, 1022, 106
1, 1023, 111
1, 1023, 126
1, 1023, 130
1, 1023, 138
1, 1023, 145
1, 1023, 156
1, 1023, 173
1, 1022, 181
1, 1022, 187
1, 1023, 196
1, 1023, 202
1, 1023, 212
1, 1023, 218
1, 1023, 226
1, 1023, 229
1, 1023, 234
1, 1023, 239
1, 1023, 247
1, 1023, 253
1, 1023, 261
1, 1023, 268
1, 1023, 276
1, 1023, 287
1, 1022, 294
1, 1023, 302
1, 1023, 312
1, 1023, 316
1, 1023, 323
1, 1023, 327
1, 1023, 330
1, 1023, 332
1, 1023, 338
1, 1023, 342
1, 1023, 347
1, 1023, 354
1, 1023, 359
1, 1023, 365
1, 1023, 369
1, 1023, 372
1, 1023, 376
1, 1022, 383
1, 1023, 391
1, 1023, 403
1, 1023, 413
1, 1023, 420
1, 1023, 430
1, 1023, 443
1, 1023, 452
1, 1023, 463
1, 1023, 474
1, 1023, 483
1, 1023, 509
1, 1023, 521
1, 1023, 525
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1022, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1022, 527
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1022, 528
1, 1022, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1022, 527
1, 1023, 528
1, 1023, 529
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1022, 527
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1022, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1022, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1022, 527
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 529
1, 1023, 527
1, 1022, 528
1, 1023, 528
1, 1023, 528
1, 1022, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 527
1, 1023, 528
1, 1023, 527
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1023, 528
1, 1022, 528
1, 1023, 530
1, 1023, 530
1, 1023, 530
1, 1023, 532
1, 1023, 535
1, 1023, 542
1, 1023, 550
1, 1023, 555
1, 1023, 561
1, 1023, 573
1, 1023, 580
1, 1023, 582
1, 1023, 591
1, 1023, 593
1, 1023, 598
1, 1022, 604
1, 1023, 605
1, 1023, 607
1, 1023, 608
1, 1023, 610
1, 1023, 613
1, 1023, 616
1, 1023, 620
1, 1023, 624
1, 1023, 624
1, 1023, 627
1, 1023, 630
1, 1023, 634
1, 1023, 639
1, 1023, 642
1, 1023, 648
1, 1023, 653
1, 1023, 658
1, 1023, 663
1, 1023, 669
1, 1023, 671
1, 1023, 678
1, 1023, 681
1, 1023, 685
1, 1023, 690
1, 1023, 693
1, 1023, 700
1, 1023, 706
1, 1023, 712
1, 1023, 719
1, 1023, 725
1, 1023, 728
1, 1023, 732
1, 1023, 737
1, 1023, 742
1, 1023, 751
1, 1023, 758
1, 1023, 766
1, 1023, 770
1, 1023, 777
1, 1023, 785
1, 1023, 798
1, 1023, 806
1, 1023, 814
1, 1023, 825
1, 1023, 836
1, 1023, 845
1, 1023, 858
1, 1022, 872
1, 1023, 883
1, 1023, 897
1, 1023, 906
1, 1023, 913
1, 1023, 923
1, 1023, 930
1, 1023, 940
1, 1023, 957
1, 1023, 967
1, 1023, 983
1, 1023, 1004
1, 1023, 1016
1, 1023, 1020
1, 1023, 1021
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1022, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1022, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1022, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1022, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1023
1, 1023, 1022
1, 1023, 1023
1, 1022, 1023
1, 1022, 1023
1, 1022, 1023
1, 1021, 1023
1, 1020, 1023
1, 1019, 1023
1, 1018, 1023
1, 1017, 1023
1, 1015, 1022
1, 1008, 1023
1, 1003, 1023
1, 996, 1023
1, 975, 1023
1, 958, 1023
1, 955, 1023
1, 947, 1023
1, 938, 1023
1, 929, 1023
1, 924, 1023
1, 914, 1023
1, 911, 1023
1, 908, 1023
1, 900, 1023
1, 898, 1023
1, 895, 1023
1, 888, 1023
1, 881, 1023
1, 874, 1023
1, 869, 1022
1, 864, 1023
1, 861, 1023
1, 856, 1023
1, 849, 1023
1, 840, 1023
1, 834, 1023
1, 828, 1023
1, 826, 1023
1, 824, 1023
1, 821, 1022
1, 819, 1023
1, 814, 1023
1, 807, 1023
1, 801, 1023
1, 797, 1023
1, 792, 1023
1, 789, 1023
1, 786, 1023
1, 777, 1023
1, 773, 1023
1, 768, 1023
1, 761, 1023
1, 755, 1023
1, 748, 1023
1, 741, 1023
1, 734, 1023
1, 728, 1023
1, 723, 1023
1, 720, 1023
1, 717, 1023
1, 712, 1023
1, 708, 1023
1, 704, 1023
1, 701, 1023
1, 694, 1023
1, 688, 1023
1, 684, 1023
1, 680, 1023
1, 677, 1023
1, 671, 1022
1, 664, 1023
1, 655, 1023
1, 649, 1023
1, 644, 1023
1, 639, 1023
1, 634, 1023
1, 630, 1023
1, 621, 1023
1, 615, 1022
1, 612, 1023
1, 606, 1023
1, 604, 1023
1, 602, 1023
1, 601, 1023
1, 598, 1023
1, 593, 1023
1, 590, 1022
1, 586, 1023
1, 582, 1023
1, 576, 1023
1, 569, 1023
1, 556, 1023
1, 537, 1023
1, 530, 1023
1, 527, 1022
1, 524, 1023
1, 522, 1023
1, 520, 1023
1, 520, 1023
1, 519, 1023
1, 518, 1023
1, 518, 1023
1, 518, 1023
1, 518, 1023
1, 516, 1023
1, 516, 1023
1, 516, 1023
1, 516, 1023
1, 515, 1023
1, 513, 1023
1, 514, 1023
1, 513, 1023
1, 513, 1023
1, 513, 1023
1, 513, 1023
1, 513, 1023
1, 512, 1023
1, 512, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 511, 1023
1, 512, 1023
1, 511, 1023
1, 511, 1023
1, 510, 1023
1, 510, 1023
1, 510, 1023
1, 510, 1023
1, 511, 1023
1, 510, 1023
